,cluster
177096,2
13822,2
44280,2
242710,3
157142,2
150838,2
20090,2
202482,2
228195,7
185010,2
208668,2
108985,2
55829,2
108667,1
214161,5
50024,2
5262,1
81289,2
89042,5
78010,2
179148,2
54737,1
208920,2
29968,2
248360,2
247594,3
246414,2
216859,2
66014,2
164277,2
198737,2
66954,2
185409,5
219473,1
163681,5
154270,2
204662,2
213889,2
200679,2
181345,2
231331,7
65813,2
117814,6
175937,2
6825,2
38567,5
106554,2
158196,3
59643,2
120836,2
3200,2
179520,2
147961,2
231610,2
6863,2
102919,2
221660,2
11074,2
129591,2
167749,6
155262,2
58009,5
89436,6
171273,2
250092,2
164384,3
34172,2
229262,2
241247,5
98167,5
35464,2
134771,2
110525,2
216679,1
196930,5
162821,2
103440,2
246735,2
188116,6
245459,2
9521,6
8086,2
107233,2
24512,2
15324,6
192711,2
224714,6
167709,2
249902,2
43525,1
13028,6
1161,1
181638,2
125725,2
18791,5
241730,2
31212,6
135323,2
190245,2
218149,2
202829,2
214689,3
17206,2
34342,6
241606,6
150351,7
228282,2
118472,5
102678,2
12119,7
153259,2
3679,2
225350,2
89846,5
134630,2
73503,2
209567,5
138104,2
84981,2
230993,6
156307,3
24772,2
66602,2
32901,2
173267,2
217559,2
185056,7
180851,2
80519,3
157475,2
10175,2
27589,1
88341,2
91156,7
142805,2
20790,2
22913,2
39098,2
185727,2
93965,2
205652,2
16118,2
107790,2
230665,2
213456,2
90488,2
87392,5
230132,1
122737,2
145108,1
250084,2
86723,2
168100,2
77984,2
53239,3
135047,2
214419,2
101379,2
139438,2
156533,2
141988,2
48178,2
71523,1
33839,6
188322,2
177045,7
45043,1
139359,2
171903,5
222060,5
40196,2
160961,2
174997,2
60400,2
250647,2
218134,2
58188,2
136451,2
128754,2
36440,2
44204,2
61880,2
1506,5
229814,2
181495,2
87031,2
46672,5
149210,2
194567,1
74707,2
218449,2
224556,3
247770,2
162337,2
89208,5
14570,1
169897,2
42550,2
221093,2
31484,3
49095,2
147392,2
231013,2
169667,2
9727,2
194009,5
243944,3
182253,2
29640,6
59807,2
49268,2
207628,6
175451,2
238771,2
64424,2
132021,6
77700,2
25652,2
233775,3
64413,2
35078,6
105356,2
13635,6
213209,2
150670,2
102550,2
59940,2
193247,2
66773,2
243524,2
183407,6
151697,3
33833,2
167868,1
19031,2
122253,2
100996,2
107775,2
25136,2
66161,2
228264,5
177710,2
6334,7
12030,5
120605,2
82562,2
57578,3
113801,2
52078,2
4174,2
212981,3
45520,2
155955,5
85642,2
220355,2
200517,2
156396,5
16248,2
58443,2
6507,2
249524,2
88745,2
83201,5
32097,2
247576,2
179976,5
156416,2
96707,2
70847,2
181173,2
18793,7
174184,2
70378,1
239991,5
191190,5
239616,2
189764,5
69129,5
