,cluster
24273,2
139113,5
26076,5
120035,5
111146,1
63914,5
36912,5
143419,5
170502,0
25071,0
222112,5
84398,5
143080,5
49741,3
191284,6
3079,6
115453,5
178989,3
133039,2
212812,5
128071,5
100667,5
107602,5
232734,2
250608,5
203925,5
98467,5
128298,2
146921,5
164029,5
77243,6
41689,2
113379,5
39216,0
62314,5
20106,5
205132,2
155425,5
96274,2
171554,5
193248,2
7428,5
46481,5
146591,2
246868,5
121801,5
67656,2
225287,5
69725,2
82289,5
228659,6
153332,5
41593,5
18885,5
54737,0
172920,2
248973,5
206548,5
252960,5
54301,2
84655,5
17458,2
89328,2
129670,1
192672,4
94090,5
150363,5
67639,5
41125,2
65552,1
66456,2
146517,2
209012,5
169975,5
116595,5
136268,5
228165,5
23666,5
91017,5
140928,5
246528,5
166294,4
94102,5
207030,1
49764,5
199053,6
253660,2
155580,3
126780,5
181431,2
61704,2
35470,2
87693,5
83950,3
20872,5
156384,4
243123,2
129725,5
198764,1
12284,2
205046,5
45512,5
57362,5
230756,6
31031,5
196216,5
146769,6
192610,3
195406,2
148079,5
231186,5
215982,5
195329,2
48783,5
82909,5
8153,5
135709,5
214547,5
112635,5
210471,5
216147,5
203108,3
19597,5
3800,5
210569,5
118342,5
79834,5
121521,2
169290,2
116407,5
46169,5
86838,2
57709,5
238332,5
243795,2
104199,5
5990,2
32766,5
75097,5
127436,4
57548,2
14523,5
184658,2
121786,5
111403,5
120611,5
155622,5
251941,2
219111,5
39843,5
66148,5
97694,5
128095,3
63520,5
10956,5
154861,7
247201,5
66095,2
176038,2
49169,5
180774,2
154928,5
111860,3
115053,5
62695,2
169657,5
183544,0
87582,2
14170,5
189957,6
52249,5
110895,5
63700,5
166845,5
63865,2
168997,5
192165,0
246803,2
225575,5
11400,5
33960,2
67733,4
154288,5
187635,2
40751,2
216710,2
136000,5
162116,2
8096,0
109700,5
211155,5
174437,5
188121,2
165983,5
171580,5
251744,5
162023,5
137775,5
194142,5
122831,2
218855,5
26667,5
88759,0
211014,5
69435,2
199606,5
146912,3
44172,5
250413,3
225397,2
23916,5
188010,5
14395,4
31715,2
66333,2
176068,2
146190,5
104416,6
137999,6
232659,5
220631,2
2309,5
18279,5
299,5
123663,5
21204,2
25760,6
234079,5
177299,5
10245,2
107248,2
190730,3
241660,2
139119,0
217418,5
97614,5
131103,5
181822,5
199250,2
148592,5
205152,6
53187,5
54073,4
69256,5
15841,5
27356,5
247937,2
103034,5
212898,6
106253,2
138697,5
196086,2
221514,5
60810,2
123077,0
94028,5
225047,5
142252,5
194757,2
28158,2
84755,2
104863,5
23594,5
10932,5
191770,0
199690,0
218188,5
153939,5
195208,5
212145,4
247301,5
76034,5
5071,2
118051,5
141084,5
163147,5
108760,5
163342,6
47648,0
17501,5
83590,5
187942,5
81648,5
166792,5
49090,5
166076,2
213223,5
224618,5
103164,5
144537,5
205436,5
44811,0
86117,0
168975,5
15438,5
247032,5
208004,5
161607,5
28692,2
170965,1
120101,2
114477,5
75123,1
34354,5
147989,5
138269,5
166771,5
106546,5
252853,5
104606,0
35927,6
140988,5
153292,5
61443,5
54382,5
170426,5
222899,5
248081,2
144370,5
101923,5
117953,2
21274,5
195844,5
120951,5
13228,5
171758,5
128556,0
16690,5
222996,5
249480,5
78728,5
84823,6
61125,7
248546,2
43598,0
47069,5
25062,5
33022,5
124597,5
252857,5
75888,5
71634,1
81422,1
105200,5
16922,5
230782,5
110358,2
94030,5
13006,1
250578,5
236275,2
52113,2
106633,5
217360,5
56368,2
147271,5
204423,5
119520,5
246934,2
59865,5
241210,5
206711,5
175649,5
52362,2
34909,5
179984,2
165444,0
253221,6
38218,2
33741,5
164123,5
190662,2
27939,5
6003,0
82200,5
48333,5
176557,2
67797,5
241806,5
186731,2
164432,5
199507,5
135235,5
226272,5
251556,5
131744,2
230189,5
153606,5
110285,2
99442,5
110126,2
149277,3
75547,2
189424,2
104252,2
175819,2
65101,2
58075,5
2511,5
65751,6
36166,0
229877,5
238938,5
225997,5
907,2
227525,2
46371,6
179244,6
217821,2
219866,6
143590,5
74152,2
163967,1
135463,5
228499,5
40261,5
38193,5
102555,5
213372,5
236224,5
221810,0
58318,5
20015,5
161860,1
147599,6
246219,1
146398,5
27550,5
67996,3
234740,5
29380,5
231032,5
171473,5
113519,5
105839,2
227985,5
61629,5
99069,5
50121,2
229772,0
211747,5
173289,2
134492,5
34714,5
94191,5
147820,2
58891,5
54626,1
172604,2
105433,2
173181,5
57414,2
162895,5
207048,5
7122,5
90259,5
249664,5
235196,5
157746,5
57731,2
115807,5
243491,6
157288,2
122197,2
157878,2
93886,2
72290,5
18577,5
96316,5
16324,5
233616,5
185518,5
151079,0
157783,5
142882,0
64656,5
189143,2
186797,2
158067,2
118499,5
228508,5
47976,2
33728,5
28709,2
14348,5
187726,6
247192,5
195098,5
63748,2
229480,5
97202,2
146538,5
217960,0
163553,5
197617,0
237302,5
171562,5
45658,2
115109,5
88702,5
137389,6
227035,5
33336,5
178916,5
59150,5
167035,6
176873,6
179877,2
159357,7
246041,5
118558,2
135089,3
110847,3
237195,5
206134,5
150267,5
136940,5
62209,5
8861,5
35532,5
161997,6
150536,5
218402,5
156705,5
174102,2
75520,2
210144,2
59549,5
222507,2
211712,6
175938,5
35079,5
7545,5
23006,2
202679,5
84663,5
49832,5
108902,5
140358,5
71035,0
146672,5
14542,5
104007,5
151114,5
223935,5
123092,5
185150,2
57389,2
198646,5
71460,5
214497,2
139859,5
35032,5
137555,5
188117,5
8985,2
25681,2
105620,2
89799,5
251730,6
214807,5
124119,5
88889,5
88360,5
192492,6
123567,5
241420,0
81276,5
213934,2
42892,3
15684,5
43102,2
105935,5
153972,5
52276,5
178382,3
151671,5
142096,5
57911,5
241220,5
228118,5
46404,3
8078,5
24323,2
60735,4
215032,2
69961,5
35169,5
148762,2
94222,5
246711,2
33266,5
244828,5
172081,2
35064,5
69367,5
191267,5
239512,5
77766,6
32995,2
76336,5
239682,5
66410,5
137159,5
154419,2
118798,2
252013,5
123115,2
204976,5
14844,5
46277,5
187101,5
155749,5
218053,5
130421,5
207104,2
232754,6
97844,2
120359,2
52677,2
166053,5
127750,6
248126,5
120730,0
37695,6
221448,2
129588,2
30988,5
167498,2
23298,5
114359,5
66943,3
201561,2
213356,5
131736,2
74630,5
198242,5
90721,5
179373,5
68249,5
215727,2
50410,5
141000,5
206332,5
165306,5
150751,6
198312,2
31929,5
147533,5
23304,4
36526,5
76496,0
129231,5
217345,5
3588,2
178114,2
228478,2
217741,0
203493,5
175068,5
133216,5
111371,5
32769,5
191675,5
94036,0
81514,2
73664,5
203426,6
86397,5
77654,2
97052,4
201161,5
22812,5
136028,1
157627,5
182248,5
234422,5
245605,5
202171,3
76692,5
113512,5
234316,5
191275,2
129772,5
182914,5
127742,5
123646,5
167398,0
244137,2
51848,5
155165,5
5437,6
216,0
216154,1
184483,6
180869,5
154966,5
189500,5
52983,5
76147,0
237933,5
90792,5
148952,5
57282,1
189038,2
168624,5
137902,5
205992,5
108040,2
204774,3
37279,5
81407,5
182918,5
160128,6
78443,5
45881,3
196732,3
200937,5
49743,5
108876,5
204100,5
91633,1
40697,3
31121,2
251546,3
64304,6
6197,2
57015,5
192528,5
113941,5
41265,2
4088,2
40707,5
89957,0
94475,5
10881,3
13175,5
204091,2
34376,5
241850,2
213777,2
222287,5
36194,5
6641,5
179895,5
22365,2
86979,5
190741,5
65508,5
15812,5
57542,5
139300,5
39950,5
62361,5
18201,5
90820,5
145240,5
97688,5
85436,0
9669,5
204072,5
156702,5
26641,5
129023,5
95018,2
44202,4
114473,5
151277,2
39425,3
113556,5
147910,2
32477,2
138393,5
206553,5
4319,2
201984,5
202486,2
97681,5
8019,5
224090,6
89786,5
90422,5
114752,2
126656,2
15804,3
64291,5
155683,2
78612,5
131579,5
138502,1
222938,5
94836,5
205865,5
8924,5
7150,5
244285,1
50373,5
53751,2
75576,0
247835,5
186354,3
145754,0
115845,6
99571,3
218657,5
13327,2
123314,5
253158,0
110472,5
214667,0
71186,4
195073,6
89358,5
154812,5
231654,2
4747,5
230723,5
197309,5
62843,5
166355,6
45900,5
108437,5
89160,5
240192,5
252389,5
201997,5
146986,5
196121,5
36098,5
100717,2
207466,6
48973,7
193344,3
150673,5
144092,2
53814,5
208662,6
246387,5
60585,5
1609,5
27984,5
23759,5
174999,2
32803,6
18862,2
248837,5
252979,2
71672,5
174469,5
174123,5
189309,5
113285,5
172772,5
146249,5
160307,5
92033,2
58098,1
165952,5
79981,2
201831,5
220632,2
127737,3
247998,5
149321,2
193889,2
21320,5
127248,2
40445,5
109190,5
18560,5
115806,5
98648,5
137795,6
191502,5
219680,5
70404,5
249355,5
103870,5
193968,0
125970,2
110587,5
166879,5
229413,5
132972,5
107493,5
206373,5
216387,5
159205,5
126954,1
203898,5
57698,5
226858,5
22282,0
70178,2
62587,2
126675,5
205029,2
152230,5
238095,5
113461,5
114907,5
6209,5
180063,5
157971,2
129349,5
241942,5
142883,5
120186,2
132739,6
93492,6
234796,5
36571,5
40653,2
153924,5
55508,3
85479,5
148761,2
163927,0
213462,0
203665,3
44872,6
42688,1
115591,5
239181,5
106186,6
65593,5
196927,5
207840,2
144331,6
68861,2
46233,2
197065,2
230779,5
139601,6
117760,2
218672,5
115743,2
55409,5
77765,1
86276,3
77740,5
33554,6
38273,1
197702,6
52906,6
238817,5
157649,5
14412,2
47628,5
78448,5
141440,0
90522,0
100963,5
231530,1
129317,2
163917,5
92453,5
19935,5
86300,5
145507,2
146279,5
245315,5
74648,2
66196,5
89517,4
217842,2
116377,3
248588,2
131908,5
53432,1
120292,5
146678,5
186147,5
253654,5
178914,5
133975,5
248808,2
92508,5
202380,5
200818,2
171910,5
173360,5
14661,5
4295,5
228095,5
141343,2
207351,5
68894,1
232725,2
150965,0
86432,2
28256,5
100406,5
155769,2
211584,4
46475,5
214938,5
174379,2
168252,5
170999,6
136442,2
25646,5
96391,5
24184,5
173442,5
160927,5
27234,2
248466,5
241593,2
175074,6
37421,6
262,5
179698,5
221380,5
180194,2
32230,5
248336,2
85272,2
166861,5
110601,5
48047,5
174342,6
133786,5
154692,5
60880,2
62347,2
205378,3
5427,5
194233,6
103181,0
103583,5
112599,2
16180,5
35541,3
252487,5
65058,2
45942,5
112186,2
94720,5
134288,2
119003,5
252566,2
27176,5
145829,6
43994,2
63083,6
229449,2
185899,6
72551,2
72823,5
134110,1
17745,5
125729,5
195623,5
183158,2
173471,5
94308,5
11279,5
168412,5
152162,6
4968,5
116727,5
37121,6
228122,5
133131,3
131571,5
149698,5
159333,5
58981,5
170927,5
153616,5
95760,5
192692,2
155383,6
63931,5
188878,5
162687,5
51450,5
133169,4
46125,2
125155,5
179336,5
159004,5
103049,6
91991,5
211798,0
158849,5
83101,5
179941,5
95410,0
73309,2
84490,0
178681,5
33204,5
84749,5
76726,5
161673,5
60838,5
186393,5
21904,2
240734,5
67259,2
248568,5
136279,2
86147,2
41829,5
190907,5
207666,5
106248,5
130293,5
249423,2
92772,5
102104,5
33243,6
201078,5
179300,5
59128,1
159934,5
245269,5
72479,5
102370,5
28482,5
197708,2
158819,5
231399,2
163491,2
159193,5
121811,0
241535,5
145705,5
169471,6
55848,5
71254,5
223718,5
84998,5
204130,5
21883,5
215148,2
103764,5
233726,5
140944,2
126879,5
53239,3
59933,2
121738,2
111804,5
237122,2
96053,0
200878,2
193971,2
167104,5
237642,5
201856,5
71245,5
61,2
144072,5
4780,5
49238,5
5503,5
13599,2
157613,5
73308,2
41316,5
72740,2
44638,2
8654,5
188479,5
4372,2
131149,5
14705,5
52444,5
68928,2
1796,2
112492,5
114557,5
22331,6
146503,5
63755,5
163746,5
168905,5
49536,5
146513,5
226815,5
115029,2
95257,5
47553,0
162300,0
23079,5
136195,1
6619,5
147361,5
49119,3
138911,3
85920,5
37301,5
213692,0
21226,5
111665,5
67717,5
45435,2
163790,5
91898,5
196042,5
32242,5
131653,5
28829,5
159130,5
191286,5
27420,2
221473,5
196442,3
236500,5
62879,5
105577,0
36858,5
202107,5
27740,6
77944,0
31855,5
140251,5
203343,3
89773,3
176550,5
141834,5
207949,1
193416,6
238013,6
235446,5
1365,5
57441,5
172050,5
156642,5
187168,5
135887,5
32031,5
192500,5
250964,5
243714,3
197894,2
118948,5
142479,2
19764,2
49556,5
94429,6
47248,0
86508,2
201795,5
62767,5
242026,5
19467,5
209583,5
180673,5
228586,5
203354,2
86839,5
225390,5
25000,6
190527,2
180397,5
171039,5
2085,5
130107,5
140464,5
86282,5
227090,2
175896,5
205202,2
84256,5
228810,5
253031,5
16973,5
208530,5
226009,5
86333,5
46022,5
22126,5
39916,5
57245,2
179158,5
2844,2
210209,5
195465,5
13610,0
156824,2
19655,5
111150,3
178654,3
210983,5
19554,5
21640,5
11533,5
179566,5
34525,5
162823,5
214926,5
51229,5
51218,5
169828,2
200245,5
199120,5
163158,2
42231,5
148542,5
118896,5
224158,5
48937,0
108885,5
159231,5
210330,6
97063,2
126778,2
216241,5
84983,5
82706,5
100088,5
22443,2
55283,5
235152,5
112829,2
203189,6
208758,6
57613,2
140653,2
162119,5
27783,5
21714,5
55924,5
144619,1
694,5
196975,5
142836,6
53637,5
95505,5
210929,5
90778,3
101554,5
229542,5
206259,1
214801,5
53638,6
18447,5
137661,2
150738,2
69463,2
126597,2
138000,5
180261,2
217335,1
122602,2
175341,0
211551,5
16395,6
39503,3
25187,5
121477,5
188083,5
49881,5
241975,4
125088,5
136651,2
97721,2
156597,5
238558,5
247060,1
98954,5
225096,5
94279,5
222776,5
63165,6
101740,2
122858,5
50785,2
87188,5
38042,6
160655,5
30304,5
195638,5
184603,5
63172,5
210730,5
110373,5
117184,5
115980,5
200468,5
24409,0
88421,2
136637,5
234288,0
233273,2
154645,2
33315,5
209239,5
112489,5
144302,5
211003,5
157498,0
27951,5
59296,5
155416,5
1329,5
82532,5
4287,0
239579,2
98408,5
99235,5
44363,5
137259,5
47414,5
249458,5
210109,5
140583,6
152306,5
234948,5
250889,2
44444,0
189430,2
70877,5
171377,5
116901,2
11715,6
6348,6
40434,5
126501,2
150564,5
133858,1
27359,1
40048,4
11973,2
247711,5
68493,2
14866,0
94081,5
51648,0
44263,6
46486,5
58278,5
69775,5
85358,2
87250,1
12204,5
102051,6
195017,0
248321,5
191669,5
123891,2
167444,5
32564,2
109540,5
205707,5
53958,2
185641,5
128084,5
49174,2
29174,6
237823,5
72312,5
184073,5
131610,2
172664,2
119564,5
144098,6
89141,5
176320,5
85054,5
237752,5
181964,5
236978,5
235311,2
90295,2
65170,5
52953,2
9417,5
237634,5
151958,5
144367,5
185158,2
187,2
11751,0
235217,5
12970,5
30756,5
159043,2
58009,2
202821,5
63788,5
149785,5
188682,5
21449,5
448,5
106114,5
33095,5
61281,5
143662,5
115801,5
126427,0
165715,5
55465,6
146349,5
239909,5
91096,5
120305,6
192447,6
193404,5
10349,5
126538,5
228110,5
62975,5
131559,2
78,5
120886,5
249173,1
42900,5
95892,5
246658,5
205932,6
40223,5
137800,5
143302,5
94430,2
133173,5
90898,2
111566,6
162274,6
18873,5
230264,2
6681,5
136481,5
71939,5
55883,5
218228,5
119295,2
202852,5
178708,5
134360,5
152721,5
18044,6
189828,2
13079,5
67675,5
224846,5
141162,0
196942,1
186123,5
43153,5
104553,5
37036,5
83373,2
144502,5
203504,2
45331,0
166429,5
228102,5
167970,1
44279,5
240420,3
128794,0
207881,5
152066,5
47280,5
206893,5
27614,6
194287,2
166039,2
136371,2
106237,2
235050,5
139624,2
95427,3
43064,5
163699,5
186264,5
20051,5
155132,5
11960,2
201822,5
93408,5
123893,5
14885,5
10974,7
154890,2
253453,2
127517,0
223440,5
171367,5
6894,2
72921,2
132344,2
200591,5
157811,2
51798,2
23444,2
63155,2
39229,5
145191,5
185668,5
51631,2
183483,5
32939,5
172867,5
161528,2
59319,1
191545,5
241385,6
12477,2
132771,5
91375,5
24096,5
49797,5
159705,5
109590,2
123960,2
14036,2
236592,5
73344,5
135343,5
10096,0
235870,5
9515,2
38703,5
113049,5
195553,2
144909,5
243677,5
85620,2
210046,2
76753,5
17164,5
70772,1
200862,1
62811,5
16408,5
94329,5
87750,3
138894,5
93551,5
116076,5
194631,5
30527,5
251218,5
60864,2
146562,1
210519,5
141505,5
165286,5
59598,1
241012,5
129434,5
144702,6
244630,5
81785,5
220899,2
22462,5
183476,0
99713,2
143617,5
149453,5
212395,5
126926,0
238796,1
126547,2
164490,5
42050,6
246329,5
221834,2
5826,5
171886,2
40670,5
208165,6
58583,2
243352,5
12902,6
73560,5
59834,5
39892,5
87736,0
211442,5
213062,0
220560,5
68194,1
233832,2
11315,5
222022,5
128633,3
197716,2
230201,5
229763,5
219109,5
3360,2
102601,6
70408,5
190603,5
235022,5
210955,1
55886,5
131244,5
91264,2
167873,5
191417,6
201688,5
67805,5
28744,5
8251,2
68835,0
232102,5
26633,0
9674,6
97260,5
79201,5
64400,2
65255,2
250968,2
97192,0
65367,5
251877,2
142271,5
155161,5
65768,5
197870,6
63018,5
161079,3
17063,5
136616,3
190240,5
34078,5
78844,3
40941,2
226298,3
25486,5
49806,5
79114,5
99362,6
34614,6
97449,5
248842,5
187177,6
130383,5
139115,2
12934,5
118161,2
11326,5
12594,5
237686,1
173020,2
81424,6
103089,5
39019,5
140976,5
8226,5
241775,5
94118,5
90238,2
137090,5
162411,5
235248,5
105863,3
113475,2
129540,5
58332,0
105059,5
71686,5
14004,0
202240,2
23689,5
129616,3
231700,1
93769,5
71594,0
109135,5
15466,5
245552,5
31283,5
112883,5
81116,5
146884,5
50679,5
154993,5
149930,5
13470,5
131073,2
238800,2
188388,5
62939,5
136762,5
119971,5
90501,5
193450,2
233935,2
77360,5
48670,5
119394,5
187105,5
76952,5
125074,3
142448,5
233264,2
57765,6
165717,5
16048,0
121106,5
214896,5
138556,5
149560,5
83203,5
87906,5
156818,5
233738,6
70557,2
171176,5
49373,5
76856,5
4822,6
128399,2
175311,2
131826,0
185804,5
64613,5
83426,6
202210,5
103378,5
43398,5
253388,0
154422,7
219997,5
165070,5
191272,5
246774,3
97040,5
72405,5
233051,5
173497,5
67491,2
230498,5
90214,2
168142,5
45569,2
187892,5
151593,2
169563,5
227781,5
232246,5
125942,2
208714,5
114062,2
33612,5
101204,5
89179,5
90563,5
87105,5
238995,5
136768,5
103383,5
112428,5
166567,5
145618,6
12356,5
188785,5
64194,5
63121,5
66757,5
