,cluster
109394,1
106676,1
11973,2
33652,4
196546,4
122223,7
240864,3
41091,2
62372,7
192813,2
110332,1
40266,1
133801,1
86675,1
1224,7
244946,1
218618,1
47436,1
126977,2
224721,1
37893,2
83606,2
112684,1
168339,1
221965,1
135149,1
56064,1
122767,1
30869,1
19704,1
175087,2
13395,1
59125,1
107309,1
156514,1
200588,1
219768,1
221202,1
210975,1
169681,2
201918,2
78649,1
190802,1
109242,1
251951,1
58456,3
9827,1
182761,3
239037,1
230643,1
205852,1
184471,0
253238,2
6399,1
95769,1
83256,1
7714,1
39078,1
174481,7
11288,1
89967,1
54827,1
156801,7
127557,2
170172,2
167950,1
225027,1
120238,3
107427,4
36515,1
170246,1
38297,1
56504,1
148157,2
206144,1
181665,1
220214,1
195790,2
155872,0
223133,1
18354,1
64581,1
111238,1
59965,1
171077,3
159085,1
109364,3
46558,1
5573,1
152779,2
105613,1
38887,1
15386,1
151387,0
99695,1
84910,4
175709,1
191449,1
160689,1
24977,1
483,1
191535,1
36532,4
58617,1
136836,1
108758,0
243140,1
43329,1
60864,1
44676,1
191602,1
126868,2
66110,2
48873,1
82077,1
163375,0
54245,1
76046,1
23967,1
93556,2
68103,2
161234,1
9749,1
237264,1
79569,1
241001,7
48318,1
154475,1
195899,0
51896,1
212416,1
69484,2
87209,1
233383,1
133591,2
193506,1
199463,2
175421,1
131631,1
101281,3
15556,2
206599,1
166273,1
127468,2
184073,1
134656,2
151219,1
49566,2
204844,1
26004,1
161706,2
88434,1
139361,1
153806,7
247769,2
21502,1
24623,1
62006,1
247795,2
65363,7
65252,2
105889,1
131367,1
101237,1
100430,1
251616,1
251986,1
216841,1
234817,1
189490,1
25025,1
72393,1
161062,1
175307,2
129711,1
81619,1
98495,2
102214,1
212506,1
103247,4
248716,1
75928,1
27022,1
227231,1
131921,1
20644,2
92354,0
65241,1
223944,1
11096,1
60668,1
135926,1
93542,1
58664,1
45398,1
189007,1
182183,4
237887,1
197265,1
95817,2
136372,7
146490,1
221615,1
170965,0
180576,1
21157,1
215481,3
133463,2
229153,1
131918,2
9902,1
3241,1
66239,1
125502,1
9097,1
107773,1
45089,4
79909,2
94481,1
79032,0
146241,2
230112,1
154997,1
96625,7
181881,1
210610,2
225061,2
188129,1
74934,1
95399,3
28826,1
164362,1
202667,1
48568,1
110271,1
12445,1
144856,1
139904,1
40214,4
22565,1
11587,2
51692,1
196997,1
98274,1
169789,2
110965,2
29315,1
217755,1
136107,1
83577,1
26807,1
236816,1
118729,1
186351,1
224058,1
109597,7
58763,7
170505,1
105501,1
146914,7
77858,1
45313,4
238394,1
186497,3
173452,2
111255,2
59366,1
151981,1
137399,1
58781,7
114843,1
852,3
123110,4
118450,1
10902,1
1841,1
56084,7
134464,1
226053,7
81237,1
249404,4
38649,1
211079,1
218353,4
26056,1
53788,1
9178,1
1491,1
247995,2
242557,1
85188,7
142160,1
251191,2
157551,1
218146,1
113843,1
128882,1
28864,4
228047,1
239429,1
118800,1
132059,1
122738,1
187003,3
229113,1
205049,1
203351,7
4440,1
85492,1
142284,1
226495,0
114133,1
187724,1
190057,1
124813,1
202442,1
37223,1
183406,1
113023,1
236253,1
58825,4
127151,1
206034,2
126280,1
132598,1
141231,1
247140,3
8773,2
121885,1
238822,1
154466,2
23598,4
201462,1
232602,1
55166,1
129083,1
3520,1
93584,1
228017,1
70281,1
128444,1
115238,1
9329,2
64869,1
71487,2
116846,1
252274,1
252311,2
219367,1
220801,1
57604,1
232385,1
176711,1
169753,2
107196,1
143071,1
191070,1
57343,4
234485,1
119618,2
89908,2
193405,3
28363,1
189362,2
157905,1
200479,1
173900,1
219869,1
120052,2
164882,7
164586,1
212065,1
64550,1
13302,1
142496,1
49683,2
111356,1
229499,0
65777,1
138797,1
219517,1
119985,3
65810,1
95276,1
187511,7
99791,1
226880,1
96037,1
104871,1
217624,1
161368,1
155862,1
124463,1
185351,1
219752,1
30052,1
225189,1
171271,2
119092,1
10092,1
4614,4
144017,1
122323,1
85258,1
166412,4
219930,1
108194,2
252156,1
247891,4
210527,3
10202,1
58860,1
94896,2
98219,2
240693,1
47456,1
148105,4
89751,2
188340,1
186594,1
123981,1
115772,1
164945,2
57848,1
193522,2
154351,1
161195,1
97977,1
37853,2
14618,1
30477,2
37562,1
119134,1
53695,2
217311,1
134463,1
115173,1
102800,1
184742,4
78827,1
74039,1
88129,4
191297,2
163738,1
29913,1
39768,2
60002,1
212287,1
94803,1
142683,1
90860,2
69321,1
18383,1
4970,1
16563,1
142294,0
123125,1
227154,1
146687,1
174988,2
35077,1
9505,5
192394,1
140492,1
3028,1
109527,2
159830,1
27038,6
218242,1
71576,1
104573,1
35649,3
185566,1
51269,1
45704,1
224683,1
164727,7
67595,1
94225,1
219878,1
198929,1
176022,0
247215,1
251755,2
133597,1
58049,2
142686,1
162212,2
137557,1
35881,3
161332,2
22717,1
56803,1
213543,1
144805,1
155787,1
132599,2
131477,2
28434,3
116649,1
52529,1
127457,1
122790,4
96487,1
209245,1
38714,1
204285,1
223777,1
176793,1
1238,3
177402,1
232466,1
95657,1
77496,1
142187,1
191179,1
202890,2
238537,1
78242,1
98848,1
77559,1
133427,0
221045,1
219357,1
5362,1
13962,1
96326,1
241707,2
121748,1
184574,1
72427,1
153445,1
42420,1
27840,1
35515,2
99814,1
237878,4
157067,7
49735,1
122495,4
202505,1
183063,1
139233,1
98493,1
145114,1
193589,1
11590,2
205659,7
225988,1
22547,1
16343,1
60568,1
49590,1
166133,1
127377,4
36113,0
245881,0
87220,1
94207,1
142574,1
16810,1
2415,2
82155,2
99721,1
55628,1
173099,1
38573,1
142591,2
159950,1
230695,2
143359,4
106702,0
93234,1
228795,1
216682,1
219590,1
191922,1
125009,1
222405,1
44881,1
37089,1
169718,1
23556,1
94199,2
188369,1
63550,2
100339,1
131157,1
89304,1
243111,1
65545,1
139124,1
246199,1
226188,1
227112,1
61896,3
160937,7
12130,2
135510,7
226668,4
170358,1
11842,1
71301,1
136973,7
253189,2
224895,1
189914,1
248836,1
177574,1
80525,1
105456,1
88764,1
209894,4
246968,1
91548,1
252664,1
116450,1
240314,2
190621,1
238807,1
106464,1
65600,1
136440,1
199654,1
243351,7
35454,1
197181,1
85729,2
105351,1
134378,7
227475,1
181275,1
209340,1
121688,1
230691,7
113655,7
128129,1
81075,1
10429,2
102388,1
181688,1
3388,1
231962,1
68434,1
179766,4
901,2
50866,1
236437,1
61411,7
195257,2
150919,1
223578,1
78511,2
188155,1
128342,0
176551,1
248996,1
247305,1
12883,1
202647,1
253671,3
1358,1
233016,1
17016,4
116002,7
203726,1
131214,1
64367,1
239740,2
11359,1
159649,1
130155,1
115289,1
6862,1
22226,2
45447,3
122664,4
204611,3
39850,2
78325,1
126110,1
110033,1
243838,4
210367,1
25186,3
228060,1
37650,1
232655,2
194003,1
13360,1
226724,1
15975,0
160097,1
54709,1
20502,0
195632,1
17338,1
127266,3
165840,1
123735,3
201844,7
36235,1
181486,1
164776,1
66180,2
18858,1
150677,1
119109,1
245424,1
104985,1
56940,1
121856,1
3370,1
140198,1
12822,1
50044,7
38123,1
227531,1
1057,1
41907,2
233110,2
242762,3
195836,7
136206,1
175700,1
147261,1
138902,2
6940,2
153981,3
164650,1
47591,1
161270,1
125770,1
228388,1
200026,2
177022,1
77676,1
81411,1
100785,2
165010,7
33540,1
59377,2
227303,1
80923,1
179644,1
38472,2
119616,1
73772,2
8717,1
142312,1
242945,1
24711,7
226145,1
45969,1
154396,1
229764,1
46174,7
107546,1
233062,0
85224,1
105292,1
22821,1
232235,1
79543,4
45478,1
6418,1
16841,2
135814,1
249088,4
158537,1
239812,1
154944,1
195918,1
113168,1
244931,1
29979,1
171400,1
163609,1
127873,1
8922,1
10416,1
77569,1
130752,7
194368,1
39296,7
93511,3
199098,1
183921,2
91041,2
227207,1
183266,1
61519,1
21031,1
179934,2
145990,1
173711,2
131250,1
15897,1
204434,1
89199,2
80918,1
29983,0
79929,1
214220,2
153522,2
149519,1
173850,1
59545,4
58528,7
230847,1
58306,1
145820,1
174614,2
47254,1
63556,1
68576,1
181429,2
178491,0
215365,2
39221,0
239478,7
61301,1
232076,1
118584,7
135256,1
73110,7
94915,1
95034,1
83880,1
77416,1
193558,0
54762,1
29346,1
138420,3
93873,0
214505,1
155375,2
103810,1
116103,1
167321,1
204234,2
110032,0
182447,1
8596,2
139781,1
203074,1
138841,1
119478,1
209273,1
119350,1
252559,2
117945,1
70886,1
215943,1
206134,1
26018,1
96184,1
184122,1
250874,1
107533,1
13801,1
185688,1
94960,1
90378,1
163670,5
81694,1
130420,2
107951,1
48372,1
4088,2
134582,1
132048,3
107695,7
185616,1
213541,1
240737,2
127652,1
97620,2
144626,1
65874,1
102177,1
161616,2
60320,4
53840,4
89618,2
34115,4
152394,2
158558,1
23133,1
117575,1
130804,1
152245,1
242535,1
65161,1
115134,1
145290,1
115355,1
226242,7
110189,2
27443,1
1645,2
20792,1
129814,1
183871,1
90645,1
48504,1
37130,1
133492,1
152737,1
70862,1
56936,2
80399,1
175955,1
63676,7
243075,1
207074,1
94965,1
191910,2
76503,1
76997,2
91238,1
33936,1
111812,2
174373,3
234962,0
42518,1
61574,1
27118,1
154232,2
173363,1
61312,1
226468,1
40004,2
238895,1
173042,1
176644,1
161566,1
145008,1
86264,7
240227,2
52874,1
76021,1
60842,2
3125,2
68345,2
105839,2
145956,1
65026,2
127391,1
2130,1
44191,1
216771,7
74472,1
23483,2
230678,2
187947,7
161483,2
2257,7
85612,2
118927,1
71818,3
146925,1
143484,1
63815,1
187233,2
18814,2
252775,1
102913,1
149541,1
139235,1
90691,2
140366,1
187794,1
115210,1
135907,1
122384,2
100290,2
112359,2
62500,2
147871,1
77236,0
122396,1
207107,1
67451,3
96353,1
203837,1
149332,1
49550,1
99966,1
164051,7
207145,2
88467,1
119270,1
172061,2
56576,1
238967,7
30487,1
119574,1
203542,2
74063,1
136475,1
216004,3
94422,2
96610,1
65899,7
157347,1
28602,1
148676,1
229550,1
248723,1
249440,1
155558,1
24113,1
29453,1
180808,1
183578,1
154908,7
83647,1
70843,1
211982,1
214189,2
41967,1
58154,2
21970,1
38567,2
167834,1
126716,1
209165,1
97683,1
65049,1
153895,3
9105,1
209670,2
107147,1
115321,1
138016,1
197961,2
44224,2
197636,1
137194,2
9530,1
186777,1
140270,1
130027,1
113730,1
88751,1
41575,1
241971,1
133883,1
31274,1
164826,1
3185,3
240490,2
145019,1
169828,1
149617,1
151234,1
243704,1
59438,1
208914,1
16682,1
95705,7
121251,1
210353,1
78266,1
223778,1
136987,1
86181,1
247243,0
92130,7
85954,1
168688,7
128128,1
233863,1
93226,7
3407,1
253653,1
3389,1
234911,1
68432,2
192178,2
175358,1
119729,1
167130,2
43201,2
27083,3
146545,4
123438,1
231388,1
125035,1
222266,1
253173,1
11595,2
53427,1
131274,1
222331,2
193050,1
68421,2
110082,1
65518,1
231743,1
153459,1
225812,2
208890,1
159646,1
99335,1
225108,1
36339,1
113206,1
141764,1
29455,1
221788,1
20035,1
91637,1
244817,1
171564,1
224874,1
208655,1
209200,3
46554,2
115318,1
125955,2
203201,1
239635,3
13928,1
226552,3
135241,0
96864,1
122168,1
166752,1
41064,0
37017,3
62830,1
123148,1
245160,1
250435,2
51533,0
169579,1
238733,1
167557,1
140962,1
118866,4
179190,1
205225,3
17866,1
55251,0
32323,1
123454,1
155916,1
183058,4
135199,3
39373,1
119691,1
71615,0
100225,2
8649,3
115999,2
132009,4
34732,1
205572,1
135133,1
161123,1
186166,1
12150,1
245638,1
63246,3
48849,1
204095,2
47600,2
16308,1
9261,1
58257,1
29579,0
217363,1
230427,1
158745,2
194657,1
213228,4
38847,1
213924,1
213171,0
197854,1
143575,1
48307,1
152752,1
177674,1
244283,7
120478,4
40795,1
100867,1
17502,1
4463,1
1732,1
24311,1
132485,1
173996,1
249900,1
29497,1
52301,1
245831,1
27430,1
65377,2
44753,1
83401,2
234525,0
50788,3
78490,1
179782,0
202572,1
23237,2
131690,1
179378,7
193112,1
2446,4
205246,1
198558,1
203853,2
176702,1
90857,1
122058,7
26516,1
122169,1
209835,1
17346,1
223795,1
214106,2
120513,2
46763,1
68603,0
236918,1
178050,1
77439,1
41280,0
6127,1
72568,2
234060,1
215874,3
47810,7
197209,1
228266,2
183675,1
247702,1
14922,2
228592,1
49813,0
123157,1
176632,1
123144,1
205944,1
1206,2
63300,1
70864,1
54951,2
12832,1
17072,1
227804,1
191339,1
224714,7
217969,1
92307,1
120409,4
3674,1
192534,7
74792,1
62262,1
11459,1
76141,1
97734,1
8511,1
53432,0
36014,1
220204,1
217945,1
235137,1
146471,1
223052,4
223883,1
54264,1
17818,2
127146,1
19802,4
192980,1
32786,1
6821,1
174196,1
88346,1
95216,1
6089,5
32063,7
94167,1
164918,1
136770,1
44086,4
223929,1
212868,7
241521,1
108091,1
180332,3
63844,1
149037,2
94586,2
161348,4
11243,1
36048,1
219843,1
214617,1
134129,1
94504,1
93167,2
80757,7
194742,7
126084,1
49344,2
242853,1
86067,1
183522,1
215259,1
140769,0
181019,2
23119,1
1804,1
154174,7
144391,1
31224,1
117258,1
90460,1
157798,2
138340,1
133375,1
236645,1
253499,1
72346,1
48442,1
68141,1
198057,1
69167,1
189710,1
95717,1
180656,7
57798,2
52554,4
183883,1
120034,1
12872,2
176660,1
126032,2
127144,2
168265,1
5229,1
74852,1
50058,1
152128,4
191480,1
160365,7
70244,1
80508,1
248019,1
74132,1
116455,1
113982,1
112617,2
108237,1
119592,1
163321,2
66513,1
156471,1
159528,1
87948,1
122909,1
198951,1
76586,1
186441,1
27820,1
239488,1
181797,1
234933,1
181610,2
143498,1
12975,3
186962,1
76317,1
206766,1
9237,1
157321,1
121771,1
75731,1
85889,7
169045,1
188012,1
222689,1
251890,2
24922,1
53469,1
134782,2
120189,1
30876,1
44061,1
139554,1
245666,0
86242,1
223257,1
71177,1
187956,1
105963,1
158556,1
7068,1
152689,1
62642,0
244351,3
93500,3
22076,2
140773,1
172442,1
205607,2
250565,3
215777,1
237476,1
85471,1
72314,0
115955,1
123769,1
227284,7
133804,1
248468,1
7891,1
70679,2
188660,4
135823,2
192688,1
240824,1
152276,1
84821,2
17167,1
127679,1
188862,1
221850,2
229742,1
16675,2
123019,1
100978,1
20604,7
209792,1
13557,2
216959,1
171684,2
374,1
22269,7
161110,1
109498,1
88629,3
142218,1
211639,1
82003,1
253525,7
33859,1
5984,0
244257,7
252556,1
226524,1
156432,1
153957,1
107856,1
115609,1
231343,1
121261,2
39719,2
171785,2
155955,2
186150,2
188986,1
85891,1
220870,1
99469,1
38574,1
238270,4
195268,2
236903,1
136073,1
67627,1
76036,1
249682,1
224477,1
163867,1
31060,1
67202,2
211441,1
1438,1
186721,1
140556,1
91711,1
112713,2
51188,1
20203,7
23387,1
243834,1
193415,4
48624,1
183387,1
215545,1
87453,4
181876,1
151463,1
199495,1
43719,1
92088,7
201938,2
53856,2
153165,1
109067,1
167717,2
80365,1
151130,2
59435,2
96279,1
153478,1
135493,1
186869,1
182285,1
67181,1
134057,7
154303,1
1030,2
198204,1
246720,1
196297,1
124688,1
235731,1
89588,1
109940,2
183493,1
252914,7
140811,2
210590,1
11729,1
95258,1
111447,1
18144,4
8526,2
209820,1
112910,7
90466,2
157994,1
95386,2
110614,1
24368,2
172661,7
136185,1
227369,1
203533,1
87530,1
182869,1
226043,1
118753,1
7712,1
85412,1
104899,1
181330,3
30255,1
118829,1
68639,7
14299,1
42139,1
62171,1
13735,1
220219,1
105967,2
221793,1
124865,1
162405,1
102058,1
97678,1
58176,3
212342,1
223627,1
166260,1
83533,1
248414,4
173221,1
140364,7
104257,1
26944,1
144858,2
140019,1
49130,1
58089,2
168465,1
248011,4
198105,2
47965,1
205139,7
239550,3
37247,2
24754,1
134849,1
21702,1
882,2
66382,1
52548,1
169542,2
115358,1
82466,1
59872,4
33107,1
103395,1
197017,1
70201,1
28115,1
94559,2
178043,0
220908,4
132066,1
196125,7
114460,2
138718,7
18622,1
166444,1
146465,1
207732,3
92626,4
178107,1
221039,2
106808,7
153968,1
176344,2
247628,2
113458,1
236575,1
176773,1
13635,7
156550,1
88993,0
205190,1
53579,7
138916,1
173209,2
29535,5
74155,1
130625,2
33195,1
35024,1
118095,1
124866,2
187215,4
140916,0
46710,2
107402,1
114051,1
81913,1
165799,2
209504,1
77101,1
145558,1
214408,2
249929,1
230546,2
116156,0
8381,2
245804,1
50567,2
123691,1
31571,1
22025,7
125211,4
37745,1
131398,1
139794,1
169281,1
89167,1
35437,1
93515,2
242247,1
228282,1
69911,1
166662,2
62531,1
246333,1
57056,1
40537,3
244288,1
79371,1
215490,7
231326,2
104473,1
241768,1
104202,1
162993,7
61013,1
24097,1
23392,3
252578,1
72461,1
217114,0
32256,2
43196,2
149189,1
21244,1
137304,1
59866,1
166741,1
142940,1
54282,1
81517,2
114183,1
88809,3
150309,1
52174,1
28882,1
77136,1
18119,1
173963,1
112927,2
116743,1
96727,1
155821,0
154243,0
209994,1
185998,1
188352,2
28788,1
51942,7
118195,1
97860,2
94934,3
83054,1
228686,1
131451,1
241964,1
236751,1
122294,1
92862,1
35389,2
170205,1
171718,1
79976,1
253650,1
94273,1
129882,1
123009,7
59961,1
211517,1
221528,0
113830,1
71411,1
219122,2
104716,1
129248,7
162398,1
