,cluster
68353,5
211431,6
177565,5
250608,5
37562,5
201232,2
242477,5
40360,5
192239,0
234408,2
90302,5
156237,5
197317,5
161630,5
161698,1
111906,5
62285,5
90800,5
110359,2
182638,5
250068,2
76450,0
203389,5
127324,1
204715,2
169335,5
103200,6
204202,2
198788,5
193060,5
104625,5
221034,5
244130,5
123651,5
207788,5
113327,2
227744,5
246728,1
34551,5
170928,0
113698,6
59198,2
218717,0
62120,3
185735,2
59707,5
142624,1
100783,2
126877,6
16176,0
143232,5
206703,5
77706,0
147478,0
55448,5
127218,5
56198,6
137618,5
235700,5
114092,2
102854,5
107070,4
35093,5
111262,5
189997,5
43992,2
56282,5
96370,5
183123,5
28435,5
48939,5
83396,5
222687,5
120821,2
26926,6
190609,2
236479,5
35494,2
36589,3
2618,2
182045,5
111829,5
249313,4
140500,0
154217,6
207741,5
2307,6
57768,5
98278,6
93117,5
86070,5
202604,2
232791,5
15576,2
214889,2
58789,5
220725,5
213762,0
136221,5
58249,5
174562,5
164892,5
204883,5
196728,5
225747,3
13591,2
191691,5
77323,5
219968,5
16458,6
196370,2
193688,6
116910,6
76633,5
114602,5
13583,2
164379,2
144292,2
148114,3
106958,6
25651,5
95227,6
74655,5
60847,5
11544,3
5222,6
79630,6
150655,2
101160,5
92604,0
83643,2
57888,2
60551,0
134492,5
57299,5
17436,2
142350,6
252228,5
125626,5
250174,6
209062,2
102873,5
114131,2
16959,3
24746,2
1829,5
252966,5
193875,2
46843,2
122796,2
40024,5
125258,5
226061,5
67816,2
19594,5
178749,5
101194,5
73963,5
87418,2
147241,5
103323,0
47330,2
61369,5
8316,6
165090,5
219235,5
238008,2
216922,2
147217,2
221177,5
238073,5
106698,5
181746,0
107604,5
70222,5
246850,5
108102,0
184108,2
238446,1
188909,3
51459,0
57302,3
81446,5
85436,0
25837,5
10130,5
235913,5
30426,2
33322,5
201739,5
102420,6
154477,2
241414,3
170142,5
252316,2
230671,5
165425,5
114156,5
156759,5
70776,0
235205,5
193684,5
126130,5
85648,5
99878,5
90322,5
89940,5
210536,5
211520,5
113082,5
163726,0
198086,5
23226,5
14337,5
16294,5
139923,0
215568,2
77200,5
107374,5
193620,5
183602,5
113496,5
234938,5
215317,3
100032,0
26162,5
251222,5
233230,5
109623,5
242287,5
91919,5
148039,5
46584,5
39295,6
141791,5
207089,0
19794,5
22729,5
104681,5
192169,2
11628,2
133476,5
209346,5
196890,5
56836,5
164652,5
41160,5
111498,6
119373,1
126517,2
125829,5
234446,5
205138,5
253346,5
46452,5
162525,5
38958,5
4692,5
85287,5
133794,3
152460,2
192652,0
15058,2
192771,5
164025,0
105735,5
68047,3
132355,5
25828,0
9556,5
212487,5
105210,5
50111,5
66562,5
156213,6
7117,0
