,cluster
66219,2
91052,2
192118,3
230617,5
91442,2
167507,2
212552,2
236824,2
56889,2
183163,5
172670,5
2221,2
203065,2
252244,2
207746,2
32928,2
235372,2
90540,3
171589,2
71650,2
176673,5
194208,2
186239,5
175839,2
177564,2
44816,2
66995,2
185173,2
199164,2
110074,2
119599,6
39404,2
75261,0
4598,1
203792,2
68711,2
48633,1
235007,1
34300,2
8119,2
108480,2
217261,5
192339,2
14785,2
160965,2
236891,3
19784,2
62050,5
211181,6
85918,2
19152,1
144749,2
191642,5
75612,2
193847,6
28323,2
92249,6
207441,2
112068,2
181281,1
215864,2
63999,2
243653,0
239600,6
191676,5
173137,2
85068,1
217815,0
1557,2
42611,5
184905,2
248669,2
150874,2
35441,2
202557,2
22711,2
43809,2
157195,6
2456,2
168206,2
235642,2
116264,2
236811,2
110124,2
27982,2
173781,3
172919,2
12309,1
153871,2
218784,2
205683,2
59780,2
52351,1
66936,1
130851,1
205308,2
105539,3
131361,2
247309,2
16479,2
199197,5
83671,2
13145,2
104633,2
102591,2
248207,2
170063,2
238085,2
106766,2
172066,3
156092,2
188364,2
143271,2
75411,2
87371,2
217781,2
218591,2
31361,6
239920,2
204572,2
144617,2
220503,2
245140,5
186717,5
150602,3
50796,2
114477,2
11814,2
52034,6
70524,6
93686,2
103202,2
146440,3
139131,0
63674,2
142092,5
133526,2
172181,2
102131,2
94468,5
77021,5
217085,2
85024,2
140379,2
187786,2
66138,2
26907,2
233415,2
164587,2
39024,5
206015,6
165726,2
85136,2
165582,3
224837,2
101785,3
122033,2
124184,2
125046,0
8853,2
215351,1
166359,2
22256,1
143283,0
135713,4
98813,2
139964,2
150965,1
147676,4
227010,2
126376,2
112398,2
54564,2
90041,2
64381,2
90105,2
48733,2
41938,2
207049,6
174762,3
245014,2
191909,2
239658,2
40582,2
11953,5
73081,2
42752,1
91025,2
43581,2
237490,2
82108,2
56697,2
73160,5
85863,2
128193,2
73646,2
213876,2
248570,2
182523,2
175566,0
148047,2
70607,5
152519,2
222907,2
209236,2
121374,1
223020,2
791,5
153434,2
14753,2
156144,6
208321,5
335,2
86579,2
30482,2
33204,2
124752,2
252747,2
243132,2
30763,6
146693,2
153260,2
99900,2
12017,2
238599,2
46003,2
156534,2
172632,5
60813,2
149502,2
102561,2
236188,2
186290,2
217494,6
126255,6
68864,2
59430,5
109240,5
54522,2
148319,2
110747,2
76242,2
154369,2
50603,5
158701,2
214093,2
228993,2
171902,2
162180,2
86094,2
82663,2
212896,2
32561,6
217435,2
7185,2
122972,2
29571,2
196557,1
245108,2
81139,2
155176,2
62706,2
239938,5
121152,3
209473,5
64880,2
114290,5
128261,5
113874,5
44663,2
39370,2
45483,6
184079,6
24992,2
215077,2
52736,0
97063,5
44265,2
114741,2
141356,2
31324,5
154824,1
188648,2
201059,2
206077,6
179588,3
211568,2
173316,3
236185,2
33146,2
108996,2
73590,2
77502,2
83001,5
150966,5
71559,2
134725,2
9885,5
206174,2
118813,2
94205,5
141016,2
239567,2
152556,2
80789,2
174918,2
242072,2
101144,2
8514,2
66115,2
225819,0
211146,2
167088,5
87350,2
159504,2
142641,2
70052,1
113562,2
220441,6
68818,2
228641,5
166687,6
127465,5
24661,0
173055,2
30003,2
163144,2
172393,6
31915,2
134601,2
210661,2
202010,5
60434,3
83921,6
194560,6
232476,2
213561,2
101688,2
95873,2
49437,2
81409,2
181288,2
76266,5
135420,6
19354,6
78762,2
126878,2
135225,2
153680,2
194220,4
50757,2
58225,5
173326,5
40335,2
57998,2
245889,2
13897,2
204682,2
238356,2
108119,2
44459,2
216366,2
126507,2
81297,5
133033,2
217788,2
42363,2
19053,2
116082,3
79243,2
188344,3
80210,2
153460,2
65510,2
242682,2
149556,2
81587,2
102916,0
130385,2
10072,5
71618,2
166079,1
253273,6
125989,3
168053,2
127018,2
113177,2
7164,5
86453,2
114118,2
48779,2
208365,2
142391,2
218992,1
226517,2
249677,5
