,cluster
146633,2
125662,5
229621,2
249337,2
242146,2
91713,2
136526,2
226746,2
42861,2
38575,2
145469,5
213707,1
194539,2
230485,2
137301,3
73833,6
57484,6
151609,2
191782,2
53921,2
66085,2
74249,2
4681,2
147175,2
94163,2
228501,2
156598,2
88284,2
87217,2
69856,2
190910,3
156802,2
234688,2
180889,2
14652,2
102945,3
70125,2
173970,2
35562,0
44586,1
170785,2
105154,2
141895,2
124548,2
95388,2
66112,0
112512,2
132669,2
105260,2
223891,2
122845,5
120676,2
229010,2
87143,2
37148,2
63898,2
231549,5
241465,2
7308,6
170083,2
209428,6
161865,2
46072,2
124567,2
103997,2
228749,3
58807,2
74327,6
11822,6
211955,6
229515,1
36612,2
208332,2
8151,2
102577,2
118887,6
101483,2
187265,2
177370,1
194691,6
157250,2
35952,2
177834,0
253049,2
72318,2
47581,2
181054,2
7429,2
252862,2
193304,2
100577,2
61075,2
160787,2
167561,2
22123,2
31991,2
126370,2
85834,3
230804,6
124308,2
58808,2
183176,2
145841,2
186332,3
66046,2
170042,1
22964,2
174634,5
248356,2
200891,2
199218,2
205196,2
209267,5
66175,2
193941,2
143897,2
8652,2
120057,6
143846,2
77947,2
1950,1
141831,5
102132,2
216888,2
57062,6
41,2
172735,6
11075,6
63319,2
22206,2
22842,2
48202,2
31725,2
164514,2
239612,2
90914,1
150936,2
147280,2
140705,2
75080,2
172067,0
11944,6
173793,2
182678,2
76079,3
77544,2
31887,2
12476,1
90541,2
172717,2
219653,2
84359,2
199974,2
189914,2
50329,2
195967,1
240979,2
105343,2
104492,2
220494,3
108746,2
81822,5
231061,2
51009,2
247766,2
213861,6
134651,6
23125,1
129985,1
79307,2
154261,2
150050,6
112342,6
12479,2
167196,1
38302,2
192390,2
209069,2
171927,5
240218,2
232923,1
165873,2
42370,2
207392,2
47631,2
9193,2
144920,2
76143,5
177751,2
21602,2
240461,6
194382,6
68357,2
242481,6
152952,2
233200,2
156243,2
118501,2
89628,5
156094,2
196595,5
242212,2
227949,2
115639,2
253221,5
182108,2
120767,2
98670,1
174259,2
3867,2
228705,2
52160,2
99442,2
79104,2
75428,2
135286,2
20123,2
25584,2
183872,2
40281,2
6976,0
213211,2
167875,2
8271,6
168409,2
116821,6
21707,2
195890,2
99335,2
214443,2
126466,5
202718,2
27810,2
193261,2
141244,2
94173,6
56184,2
120584,2
178222,2
106006,2
193223,2
56183,6
152405,2
51755,6
217986,2
170957,2
109200,2
56335,2
139185,5
170679,2
59042,2
61150,2
248049,2
217824,1
150870,2
31496,3
102537,6
180003,2
196567,2
186550,2
220618,2
46075,2
163970,2
19114,2
49377,2
199103,2
17466,2
144000,6
93131,2
56243,2
130478,2
30799,2
142679,3
143278,2
234814,2
53099,6
223505,2
229250,2
193644,5
8852,2
167826,2
222602,2
8295,2
131887,2
227101,2
186353,2
80421,2
245888,6
251261,2
18028,2
5637,5
159912,2
56861,2
129554,2
84633,2
42200,2
66093,2
66297,2
207558,2
87463,2
226619,2
212159,2
58044,2
196785,1
248692,2
69777,2
91893,2
192222,5
221236,6
28401,2
37778,2
14740,5
232837,2
193795,6
196120,2
81940,2
155785,2
109369,2
170406,2
53354,2
153293,2
42203,6
141781,2
167763,2
173496,2
138541,2
60434,3
23984,2
126871,1
97227,2
175413,2
108591,2
204051,2
236587,2
157735,1
12513,2
87447,2
252621,6
230246,2
239232,2
202964,0
226311,6
215667,2
241583,2
44795,3
142136,2
143597,6
112952,5
137294,2
170352,2
59326,2
38666,2
1366,2
140680,2
58429,2
93650,2
178799,5
94013,2
237994,2
20575,2
208716,0
64546,6
20239,2
28714,6
198943,2
166282,6
97747,5
193330,2
244837,2
135468,2
197574,2
120673,1
89018,2
227196,5
126817,6
168510,2
162109,2
82064,5
197393,3
156929,0
16996,2
15509,2
163771,0
161667,2
237071,2
97194,6
113046,2
92344,2
138912,2
251080,6
170814,2
174025,1
187360,2
165040,2
37745,2
110633,2
92907,2
75987,1
167997,6
195772,2
80776,2
195458,6
110991,2
243433,2
28696,5
105501,2
94646,6
252991,2
88911,2
110157,2
99080,2
191987,2
64750,2
43395,2
224588,2
231583,2
244893,2
249868,2
85631,1
220513,2
217372,2
63009,2
195981,2
11556,6
241054,5
131828,2
105960,0
171116,5
228763,5
37504,1
119976,2
151274,6
115308,2
235232,1
54010,2
7545,2
57494,2
136047,2
223012,2
230417,5
130451,2
91388,2
16236,5
189027,2
18606,2
140984,6
92660,2
46389,2
33280,5
18929,6
147824,2
171431,1
191848,2
79313,6
140862,2
62669,2
230492,3
83197,5
4759,2
119920,2
223583,6
243929,6
119262,2
246910,2
251223,2
188738,2
253465,5
246924,1
74292,1
10245,2
32497,2
109867,2
46340,2
11147,2
58958,0
6445,2
229655,2
76273,2
13008,6
200801,2
230516,2
82837,2
163999,2
64870,2
170227,2
154121,6
116214,2
139487,2
206220,1
61007,2
112433,2
51605,2
210694,2
92986,2
181022,2
139532,6
135298,2
121676,1
232840,5
103176,2
212899,2
214968,2
106217,2
34222,6
249841,1
19423,2
238588,5
205980,1
214178,6
14029,2
17501,2
202460,2
24438,2
157683,2
54622,5
168260,2
52290,2
171456,2
243115,5
215542,2
102026,2
188259,0
151439,2
22583,2
96520,6
9422,3
240877,2
166848,5
97991,2
173847,2
163436,2
1739,2
226080,2
74991,2
102198,2
132523,2
149752,5
5121,2
199982,2
139097,0
53545,2
77292,2
232472,2
151166,2
220998,2
94814,2
143062,2
195038,6
18485,6
155282,2
219143,2
45801,2
4131,2
47418,0
117614,2
217157,2
12852,6
32076,2
38207,2
10902,2
193116,6
205763,2
5319,2
65547,6
82766,2
97561,3
32677,2
56471,2
185811,2
82682,2
207505,2
116914,2
95216,2
102713,2
57645,6
60014,2
14495,2
147394,2
232404,2
92724,2
154449,5
199476,2
209070,2
81273,2
218593,2
134953,2
143163,2
139166,0
89039,6
94476,2
30607,2
153276,2
247042,4
31543,2
241960,5
173676,6
46230,2
139435,2
87309,2
126967,2
70016,6
22319,2
185724,2
158785,2
79508,2
18296,2
206320,2
167770,2
31967,2
114456,2
48548,0
4886,2
222399,2
18879,2
128972,2
18372,3
17078,2
106002,5
175591,2
62151,2
118870,2
26880,2
191945,2
189398,2
198013,2
170170,2
34960,2
135295,0
118452,1
32298,3
181421,2
183156,3
99646,2
221397,6
149652,2
150065,2
72382,2
115749,2
52364,2
162035,2
187452,2
74164,2
22802,2
186765,6
127634,2
252485,2
146699,2
143099,2
68291,2
48093,2
222181,2
232569,2
127864,2
159297,2
122004,2
163673,2
42868,5
49312,2
171526,3
184637,2
80908,2
185251,2
85582,2
46743,6
5775,1
236835,2
211970,2
240907,2
20567,2
139269,1
221077,2
214924,1
36937,6
6550,2
59427,2
61057,6
93240,2
129158,2
185984,2
20351,2
76386,2
3837,3
25582,0
10808,1
49917,3
40191,6
208232,2
156211,2
115757,2
8931,2
68042,6
170376,2
198876,2
142909,2
12418,2
25762,2
86096,6
104546,2
14904,2
13854,2
242083,2
20382,2
114055,2
98973,6
204823,2
169468,2
110264,3
228632,2
92503,2
165647,2
180564,2
168108,1
24782,2
84485,5
189376,0
91593,2
194616,2
151818,1
106299,2
60653,2
250439,2
195264,2
148170,6
102092,2
227424,2
13804,2
45966,1
156113,2
203938,4
216290,2
44605,2
54386,5
130832,2
6930,6
195356,2
20482,2
235183,6
163155,2
22561,2
86760,2
29412,2
139788,2
215274,2
147619,2
195002,2
214783,2
80340,2
108438,2
251464,1
247497,2
134801,2
26793,2
102735,2
156741,1
122538,2
46908,2
177906,2
130791,2
59288,2
52606,6
81174,2
102124,2
224647,6
227841,2
112316,1
180092,2
29218,2
153192,2
77799,6
44365,2
114554,2
49693,5
49819,1
37083,2
168584,2
6363,5
21058,2
45229,2
42327,2
21103,2
10524,2
175397,3
226149,2
234909,2
128924,2
45347,2
129220,2
3605,5
99347,2
251897,2
110851,2
119065,2
140685,2
181911,2
23222,2
186620,2
70209,2
24686,2
1998,2
146358,2
215735,5
62401,5
94843,2
5014,2
27039,2
202322,2
5108,2
123878,6
54227,2
100956,0
133420,2
134864,2
34561,6
191393,1
211279,2
228287,2
246341,2
84705,6
185616,2
21113,2
170709,2
220929,6
177961,2
220713,2
212136,2
124829,2
113715,6
63266,5
190065,2
86323,6
19704,2
18764,3
140505,6
137691,2
64711,2
142072,2
120203,2
252193,2
191488,2
147381,2
182558,2
27356,2
198454,2
213558,2
178113,2
201529,2
233571,2
27974,2
116776,2
83981,2
66556,6
36262,2
149985,2
231266,2
225031,2
185362,2
99921,0
210935,2
182202,2
55,2
208390,6
155792,2
197597,6
218090,6
10850,1
69452,2
206993,2
231879,3
77887,1
217472,2
179210,3
182929,2
168809,5
149166,2
117775,1
189978,6
164085,2
23673,6
100833,3
192739,2
101815,2
213370,2
136985,2
209888,2
237500,5
166819,2
202938,2
191433,2
77992,5
59689,1
82712,2
62032,2
168049,1
189298,2
156371,2
138753,2
73637,2
57665,2
253458,1
184658,6
246624,2
84101,2
243709,2
165478,2
192979,2
69664,2
220774,2
201321,2
203690,6
167068,6
13794,2
63840,2
219651,1
249073,2
232587,2
135655,2
212300,2
34601,2
183358,5
75346,2
97153,2
203733,2
12619,2
246417,2
127244,2
117471,1
101136,5
819,2
127231,2
103218,2
9877,2
166783,1
196848,2
224303,2
180392,2
235513,2
154225,2
26596,2
84299,2
112329,2
230106,6
209926,6
78486,2
26079,2
26156,2
146040,2
37910,2
46092,2
216816,2
60323,2
122723,6
208361,6
238309,2
18601,2
86132,6
23422,2
109579,2
121526,2
18923,4
250859,2
67845,2
70376,7
7067,6
224388,2
240431,3
96229,6
32456,2
153662,6
221064,2
243605,0
206147,6
179264,2
156419,2
8079,2
88726,2
35805,3
78926,2
156818,2
235847,6
228660,2
2198,2
187704,6
83962,2
243299,2
46175,6
23726,2
186136,2
249450,1
25336,2
203387,2
125335,6
88048,2
169959,2
204659,2
172203,2
231370,6
227688,2
141700,6
78316,2
139036,2
197967,2
68670,2
173331,3
131878,2
41032,6
40033,2
144816,2
37791,2
113014,2
122820,2
77776,2
64284,3
134116,1
134029,2
112572,2
64389,2
65531,2
183256,2
189138,2
60622,2
244391,2
20929,1
218484,2
248179,1
30782,2
103538,2
104203,2
209259,2
216667,2
161814,2
10185,3
68522,2
251973,6
192091,2
82295,2
160149,2
126450,6
63582,2
108760,2
53196,2
80087,2
27748,2
187612,2
74773,3
98233,2
110228,2
181483,6
92569,2
33061,2
206259,0
106095,2
128201,2
214519,2
1469,2
194368,2
179262,2
71984,5
188744,2
236487,1
107746,2
125105,2
114382,2
198040,2
218786,2
185222,2
197431,2
237740,2
9575,2
140009,2
50742,2
201056,2
171855,6
111664,2
87750,3
202622,2
79082,6
176623,0
181390,2
70721,2
147132,2
155411,2
105794,5
198056,2
41132,0
24923,2
239212,2
184226,2
165905,2
92639,1
174515,2
116608,2
42937,2
27261,5
94408,2
101271,2
92541,2
49200,2
29999,2
238009,2
78879,5
244205,2
250170,2
18461,2
90267,2
147997,1
121716,2
194771,2
225217,6
169926,2
145228,2
131074,3
236560,2
230430,5
184076,2
83839,0
168936,2
243808,2
137650,4
13250,2
19158,2
153923,6
218686,2
165791,3
37320,6
76843,1
242925,2
203198,2
12033,2
130913,2
143360,2
195406,2
88158,2
206989,2
140263,2
245885,2
230394,2
83727,2
102209,2
249009,2
67559,1
74400,0
194094,2
239913,2
137062,2
29973,6
10177,1
230116,2
84762,2
207345,5
123898,2
20357,3
130877,0
253463,6
49980,5
171217,2
107974,2
206474,5
92693,2
39470,2
88829,2
19676,2
159877,2
23686,2
70637,2
225734,6
244047,5
231040,2
152193,2
94553,5
199257,2
61483,0
57615,2
5007,2
20675,2
91039,2
192315,2
226247,6
193973,2
95930,3
87378,2
81313,2
225481,2
45264,2
34125,2
138601,2
157894,2
187991,1
194014,2
161608,2
74170,2
197464,2
238459,2
199425,3
106100,2
180077,2
191227,6
206525,2
10775,2
233905,2
134829,2
24945,2
209176,6
189615,2
3259,6
148916,2
11172,2
55798,1
246080,2
219184,6
231823,5
168975,2
168494,2
104724,2
84814,2
228390,2
75519,1
19831,1
252927,2
217484,1
18570,1
27936,2
164729,2
87609,2
142426,2
8571,2
224497,2
192782,2
100977,2
111149,6
75201,2
93263,2
143414,2
189295,2
167727,5
170638,2
102841,3
219678,1
15992,2
50967,2
44699,6
32786,2
206598,2
131932,2
181317,0
112012,2
16660,2
83315,2
222257,2
83992,2
116866,2
34329,5
3864,3
191477,5
33968,2
179818,2
24970,6
28300,2
209764,3
94598,2
135649,6
136484,6
139684,2
64600,6
4934,6
75682,2
136953,1
139251,2
25073,2
3877,2
119821,2
7119,2
210792,2
100900,2
122234,1
89830,2
26621,2
196336,2
14585,6
131846,2
92129,1
15388,2
220012,2
246476,6
141734,2
72874,2
90569,2
209105,6
204273,2
236879,2
124360,2
14861,2
157500,2
95245,2
188780,2
196647,2
120843,1
77668,2
138223,5
4833,2
94345,2
10476,0
163716,2
113870,6
43373,2
69713,2
174837,6
50303,2
157638,2
36417,2
18759,5
191837,2
237043,2
72930,2
78897,5
142178,2
206850,1
137362,2
111756,2
181412,2
110531,0
33785,6
232835,2
59271,5
21689,5
166508,2
50956,2
206851,3
204082,2
161758,2
160271,2
39736,2
241766,2
149013,2
18164,1
211444,6
882,6
62203,2
162,2
222384,2
73895,2
56659,2
78034,1
86677,2
47380,6
234326,2
209817,2
225898,2
143101,2
231550,5
106745,2
235010,6
78752,2
179186,5
56703,2
211482,2
84143,3
216188,5
227942,2
112853,6
19564,2
39707,2
34539,2
227227,5
56884,2
118922,2
63907,2
186955,2
103622,2
226815,2
12579,2
226203,2
190903,2
20156,2
89211,2
112902,2
150944,5
98799,6
244696,6
194675,2
79639,2
226038,2
180700,2
41543,2
107083,2
99976,2
229201,2
158764,2
136695,1
246921,2
211239,2
145671,2
149040,5
130115,2
206442,0
163226,1
80666,6
230640,0
155393,2
75244,2
196423,2
103007,2
26701,2
123727,2
117057,2
130836,2
135247,2
228921,2
92780,2
11414,6
69236,5
102974,2
106772,2
66301,6
188115,5
30928,2
168268,2
28367,2
114962,2
27648,2
44469,6
9085,2
168141,2
207491,5
226071,2
106735,2
35136,2
195581,2
194637,2
119013,2
136291,2
99164,2
40521,2
54534,3
113482,6
68302,2
248358,2
93726,1
115319,2
68378,2
151592,2
12350,5
52338,2
32032,2
81871,2
153568,4
124237,2
167499,0
49460,2
15216,2
156575,5
145559,2
131998,2
137580,6
132098,3
70840,2
46993,3
172921,2
155576,2
200954,2
211255,6
68376,5
189026,2
27526,2
237947,5
41183,3
171755,2
111558,2
35341,2
62864,2
9334,2
9444,0
159802,2
177745,2
30938,0
62358,2
177159,6
58803,2
124351,2
167996,2
5345,2
808,2
113254,2
100656,6
190243,2
810,2
154046,2
250607,2
2738,2
79113,2
173023,2
199298,2
14286,0
168512,2
107369,2
153855,2
172593,6
11723,2
113280,2
66306,2
14887,2
41528,2
218788,3
226911,1
140501,2
139168,2
170011,2
88280,2
229485,2
5194,2
149537,2
8973,2
130137,2
248458,1
127493,2
86801,3
228314,2
238023,2
52192,2
147341,2
77974,2
148378,2
125350,2
200739,2
192065,2
111292,6
221951,2
207672,2
84476,6
108500,2
109527,6
195072,6
49097,3
66124,2
207804,5
62989,4
244141,2
232390,2
64454,2
231222,2
199083,2
212081,2
128858,2
140826,2
234375,6
113392,2
2788,6
89481,2
93774,4
177434,2
132338,2
119746,2
48816,2
227937,1
246337,6
37062,2
229245,2
2360,0
129524,2
120743,2
149686,6
113182,2
114195,2
52836,2
209056,6
127083,3
51228,3
147877,2
47084,2
27730,0
102485,2
18088,2
81966,6
128967,2
63446,6
23907,2
101630,2
201879,2
113010,6
239056,6
103665,2
240824,2
226316,2
122084,2
234655,3
104804,2
9946,2
234247,2
7492,2
236052,0
29913,2
86355,2
34214,2
214096,2
34966,2
163560,2
15041,6
152380,2
211587,2
41913,2
8588,2
50490,3
63148,2
204468,2
24219,2
129516,3
47630,5
100048,6
76820,2
112631,2
207289,2
